User,Tweet,Latitude,Longitude,Sentiment,ID
betathetapieta,@pdxbrocialite @owlhix would you display it? ,37.8199,-122.4783,neutral,968944157745070080
DjOj53,The moment that J knew it was time to step it up. Love you Ms.Naranjo ,37.8199,-122.4783,positive,968944155161378816
torihofstein,Disgusting. Im embarrassed for my country on a daily basis. ,37.8199,-122.4783,negative,968944154288971776
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944140451921921
RossettiMonti,This game gave me the chills! ,37.8199,-122.4783,negative,968944140409974784
LazySnorlax,@stockx Any sneakerheads knows that a UK 9.5 is a Mens US 10 which is a Womens US 11. I ordered a Womens US 12. ,37.8199,-122.4783,neutral,968944138962968576
LazySnorlax,@stockx Any sneakerheads knows that a UK 9.5 is a Mens US 10 which is a Womens US 11. I ordered a Womens US 12. ,37.8199,-122.4783,neutral,968944138962968576
bdickins,@BowdoinCollege @halejamie @ladder @FastCompany And youve got an alum as an early investor and on the board of directors ;),37.8199,-122.4783,positive,968944131610361856
RemyDaBarber,"Lmao I need help but do what the video said do right now!!! 

Dont forget to book your ",37.8199,-122.4783,positive,968944121246134272
laa_chona,So I have this video of me singing con tanto sentimiento that I legit started crying. And everyone is looking at me ,37.8199,-122.4783,negative,968944109149802496
oms1005,@TOTOWashletSF ... interesting! ,37.8199,-122.4783,positive,968944106591346689
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944103109963776
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944103109963776
ayeeezyy,I can see it now  ,37.8199,-122.4783,neutral,968944100782174210
tbquirk,"Yes, because companies losing over $1B a year are sound investments. That's just basic economics. ",37.8199,-122.4783,positive,968944099448389632
imbrokebby_,Lol this actually me ,37.8199,-122.4783,positive,968944095509938176
Tony61285350,@cajamagica30 @habaneroycubano @vickky2210 @Revoluc38194977 @PrensaMayabeque lo dicestu una con la nariz como pinoc ,37.8199,-122.4783,neutral,968944094927048706
DaveWilbur31,@Tailormadecoug @Mental_Dental2 I loved my note 5 and I love my note 8 even more,37.8199,-122.4783,positive,968944091969892352
notNksanymore,Gahhhh! Mumbles has marked this rug so much - all I smell is urine!!! How do I clean this for good??? ,37.8199,-122.4783,positive,968944090657128448
tmj_sfo_eng,This #job might be a great fit for you: Security &amp; Fire Systems Designer -  #Engineering ,37.8199,-122.4783,positive,968944090573291520
mageemichael,"#songoftheday The Chainsmokers, Coldplay - Something Just Like This (Lyrics / Lyric Vi... ",37.8199,-122.4783,positive,968944089931501568
johnwspeck,Of course this exists! ,37.8199,-122.4783,neutral,968944088392253440
dinobabyy,"but everyone that sees my nails always loves them. i put a lot of people on, its only right",37.8199,-122.4783,positive,968944080670441472
sinn_citayy,I gotta leave Oakland and my family behind. I just gotta find the strength and most importantly the money to support myself.,37.8199,-122.4783,positive,968944078107836416
LovaticDude,@Tiff_the_ninja Supposedly Caitlyn Jenner is here too which is hella random,37.8199,-122.4783,negative,968944075037536256
ncnwsvs,@fayetalking @TheBrickhouseGa @RAACD_Sac @SacBHC @OakParkPromise @OakParkSol @OakParkNASac @ExploreOakPark ,37.8199,-122.4783,neutral,968944070109290496
ncnwsvs,@fayetalking @TheBrickhouseGa @RAACD_Sac @SacBHC @OakParkPromise @OakParkSol @OakParkNASac @ExploreOakPark ,37.8199,-122.4783,neutral,968944070109290496
agneal,The first EO from this idiot that I can actually get behind ,37.8199,-122.4783,negative,968944055030759424
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968944047736803328
goat___queen,...alternatively just get blacked out and tell everyone everything youve ever known and dont have regrets because ,37.8199,-122.4783,negative,968944044842733568
tr1lla_van1lla,fRuStRaTeD,37.8199,-122.4783,negative,968944033987944448
tr1lla_van1lla,fRuStRaTeD,37.8199,-122.4783,negative,968944033987944448
TheQueerMagneto,@CBR We knew this since the 90s ,37.8199,-122.4783,neutral,968944029709647872
jwenzler13,But they said they were releasing Sremmlife3 in January.. ,37.8199,-122.4783,neutral,968944022877171712
mahersinjary,Have #Humidity issues in this #WinterWeather? Read this article  to get some insights and le ,37.8199,-122.4783,neutral,968944012978630656
Mauriciosarav18,@overwatchleague @Twitch @breakingdead1 this game in terms of views and live views destroys @CallofDuty ,37.8199,-122.4783,negative,968944009136685056
AMarsCell,"
GET OUT AND SELL YOUR PAIR, also let me know who got a Mens 9 and a womens 7 ",37.8199,-122.4783,neutral,968944005168775168
TThomp69,@davegisaac People.,37.8199,-122.4783,neutral,968944003470188545
Depfox,@guskenworthy I have been called every name in the book on YouTube you would think some language would be an instant flag.,37.8199,-122.4783,neutral,968944002761334789
weston_nm,Just posted a photo @ Winchester Mystery House ,37.8199,-122.4783,neutral,968944001347981312
weston_nm,Just posted a photo @ Winchester Mystery House ,37.8199,-122.4783,neutral,968944001347981312
blessedBOMBsheL,I got hella shit to do!!!,37.8199,-122.4783,negative,968943993055723522
Luisreeeyes,I wish I wasn't working today dang,37.8199,-122.4783,neutral,968943981399654400
MickowskiBob,@arasmusKTVU @KTVU @ICEgov #Resist #StillWithHer #ImpeachTrump #TrumpColluded #TrumpCrimeFamily #Resist #Oakland4Ever #Resistance,37.8199,-122.4783,neutral,968943963850792961
MickowskiBob,@arasmusKTVU @KTVU @ICEgov #Resist #StillWithHer #ImpeachTrump #TrumpColluded #TrumpCrimeFamily #Resist #Oakland4Ever #Resistance,37.8199,-122.4783,neutral,968943963850792961
ethanjweiss,@skathire @ProfDFrancis Its bizarro world,37.8199,-122.4783,neutral,968943959333421056
pandarevolt,This is a hilariously iconic thing to steal. Cmon man. ,37.8199,-122.4783,positive,968943957089464320
288Pacific,"@CANOPY_space @CANOPY_space is coming soon to #JacksonSquare. If you need a little design inspo, they've got you co ",37.8199,-122.4783,negative,968943953029382144
ricobaby_y,Second period AP Lit We were setting up (insert bulls hit event/fundraiser) for leadership! ,37.8199,-122.4783,neutral,968943950575804417
ShaunHensleyCA,@Ten_inch_Trump @JLSigman @KarpovsMachine @Ktalin95 @medievalpoc Shes saying people crossed the impenetrable  mo ,37.8199,-122.4783,neutral,968943948113707008
ShaunHensleyCA,@Ten_inch_Trump @JLSigman @KarpovsMachine @Ktalin95 @medievalpoc Shes saying people crossed the impenetrable  mo ,37.8199,-122.4783,neutral,968943948113707008
ChinyereLO,"I also feel like because society puts importance on status, that both men and women (a general problem) miss their ",37.8199,-122.4783,neutral,968943928958369792
Ralliney,@mjohns0912 once upon a time our parents taught us to treat others as you wanted to be treated (aka the Golden Rule ,37.8199,-122.4783,positive,968943926571778049
sweetmabelsyrup,Im crying hes an icon  ,37.8199,-122.4783,negative,968943914693550080
sweetmabelsyrup,Im crying hes an icon  ,37.8199,-122.4783,negative,968943914693550080
Romare,@MassD Does he know he can call ol' Jeff on the phone?,37.8199,-122.4783,neutral,968943911757520896
Braith_Miller,I wanna make a show that is reviewed as gripping and relevant,37.8199,-122.4783,positive,968943906116157443
Jerold_Chinn,Was told the person in the polar bear costume was taken away by an ambulance. Hope they're alright.,37.8199,-122.4783,neutral,968943904350380032
todaywasawesome,Me trying to get past the real obstacle to my success. ,37.8199,-122.4783,neutral,968943898885210112
tallytay,us when we meet new people at our church camps @shannonfsweeney ,37.8199,-122.4783,positive,968943892329480192
UGAhydro,"@marcorubio I think the over-used term snowflake applies here. So, Marco, heres a solution to your angst: stop b ",37.8199,-122.4783,neutral,968943889762598912
UGAhydro,"@marcorubio I think the over-used term snowflake applies here. So, Marco, heres a solution to your angst: stop b ",37.8199,-122.4783,neutral,968943889762598912
BcarefulB,A$I ,37.8199,-122.4783,neutral,968943885165543424
_princesschum,this essay will be the death of me,37.8199,-122.4783,neutral,968943883097751552
ldduval11,"Oh Sacramento, how the spring suits you! ",37.8199,-122.4783,neutral,968943877016100864
LovaticDude,@Tiff_the_ninja Yeah I got the email too,37.8199,-122.4783,neutral,968943866916188160
whatabaumer,@Edit__Profile @NewsHour I thought we were all for letting business decide who they want to sell their products to. ,37.8199,-122.4783,neutral,968943858263367682
StephanieSakoda,@Instacart making life easier on parents  #siliconvalleyperks ,37.8199,-122.4783,neutral,968943850893983744
StephanieSakoda,@Instacart making life easier on parents  #siliconvalleyperks ,37.8199,-122.4783,neutral,968943850893983744
SportsHackCA,"Little Nicky thinks a guy that rarely plays defense is still better than Durant.
Dude tweets about Bron 24/7 ",37.8199,-122.4783,positive,968943850726219776
Labrev,If I can not find tickets to this concert Im gonna be salty.,37.8199,-122.4783,neutral,968943849438507008
Sylver__24,@YoungAloha_5 @shnowflaake Im just saying lol,37.8199,-122.4783,positive,968943837530877952
JeffVS50,@AdamSchefter From one crap pizza to another crap pizza,37.8199,-122.4783,negative,968943833345015808
memeRusherELF,I love this #BlackOutBTS yes yes #BlackisBeautiful forsure is ,37.8199,-122.4783,positive,968943822649507840
blessedBOMBsheL,I'm hella hungry ,37.8199,-122.4783,neutral,968943821592526848
alexanderr_hill,Happy birthday to my wife!! Happy 18th P @paytonntorres,37.8199,-122.4783,positive,968943817930948608
princesszeldaa_,Can't listen to Conjunto Primavera or Los Temerarios without crying &amp; missing my parents,37.8199,-122.4783,negative,968943812675432449
princesszeldaa_,Can't listen to Conjunto Primavera or Los Temerarios without crying &amp; missing my parents,37.8199,-122.4783,negative,968943812675432449
Susanforney,@juliemason I can not stomach how Trump keeps making it about himself and throwing previous Prezs under the bus.,37.8199,-122.4783,negative,968943805561847808
1John1Butler,#AV18 #OlanderProud #AutonomousVehicles ,37.8199,-122.4783,neutral,968943802311352320
barryoreilly,"Me versus the keyboard.

Who will flinch first?",37.8199,-122.4783,positive,968943790282059777
MonicaLeonPAS,Today our team visited the Parkmont Panthers for #buildingbridges  number 18! @USDFremont @FremontPD ,37.8199,-122.4783,neutral,968943789233528832
Locanoel71Major,Yumm!!! Steak and Cilantro only ,37.8199,-122.4783,neutral,968943785777352704
cindyy_savir,@badbunnyPR better sing Amorfoda,37.8199,-122.4783,positive,968943785391489024
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968943784795897856
sinn_citayy,@DevineTony610 Ima move to Texas hopefully and we can plan this,37.8199,-122.4783,neutral,968943782094823424
m2e,@caringcarcare Thanks  I used my D750 for this,37.8199,-122.4783,positive,968943778001166336
m2e,@caringcarcare Thanks  I used my D750 for this,37.8199,-122.4783,positive,968943778001166336
Matt_Pallardy,Today I am #grateful to wake up another day. I am grateful that Sangeeth puts up with my #workout regiment during o ,37.8199,-122.4783,neutral,968943776050774016
engineerhunter,@atxhobogrl ask @RyanLostinTX about a/c stuff,37.8199,-122.4783,neutral,968943766919786496
_Jpurk_,Clearly I'm in the middle of both rn ,37.8199,-122.4783,neutral,968943765011361792
YoungAloha_5,@Sylver__24 @shnowflaake Dont do it today. Not today Meem,37.8199,-122.4783,neutral,968943757520338944
BDBGENERAL,#3 @elpatrondelmal4,37.8199,-122.4783,neutral,968943749748289536
YoungMalk,"Damn, not Josh Hart...get back soon my g!!!!",37.8199,-122.4783,neutral,968943748599001088
pureodiasaswata,@BAAI4785        |        |    ,37.8199,-122.4783,neutral,968943745977602048
pureodiasaswata,@BAAI4785        |        |    ,37.8199,-122.4783,neutral,968943745977602048
ThatGuyFrisco,And you idiots are trying to say this is a mental health thing &amp; that the teachers be given guns??? LOL ,37.8199,-122.4783,neutral,968943736716709888
LiruChan,It takes a great heart to start a small business Powerful inspiration from the B2B marketing breakout #PYPLMarketingSummit,37.8199,-122.4783,positive,968943729913380864
JRemyJJ,"Another run during lunch. @ Sacramento, California ",37.8199,-122.4783,neutral,968943728776896513
ohwhalenandaa,I HAVE THE BEST DOG IN THE WORLD  ,37.8199,-122.4783,positive,968943726641889280
MarillisLara,Honestly i just love when you accidentally vortex your solution and kill all your organism before even doing step one of your experiment,37.8199,-122.4783,positive,968943725651968000
lesliegums_,Ahhhhh  ,37.8199,-122.4783,neutral,968943721591943168
lesliegums_,Ahhhhh  ,37.8199,-122.4783,neutral,968943721591943168
LazySnorlax,"@stockx Before anyone says I put that tag, it was mint out of box. I accidentally crumpled it when carrying the sho ",37.8199,-122.4783,neutral,968943707733999616
ay_yoboungee,Then i hit them with ,37.8199,-122.4783,neutral,968943705947193344
TechDivaElliott,I am so proud of her! ,37.8199,-122.4783,positive,968943691342598144
casssandrabxo,Really annoying how I get super fat once a month,37.8199,-122.4783,negative,968943686976352256
BuffyWicks,"So honored to be endorsed by my friend &amp; our great Senator @KamalaHarris!

""Im confident that Buffy will be a prog ",37.8199,-122.4783,positive,968943686686990336
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968943682958254080
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968943682958254080
JulaSuitos,I feel like a Girl Scout selling my Girl Scout cookies lmao,37.8199,-122.4783,positive,968943679380443136
pablocampos32,"If you ask someone from the bay how long it takes to get somewhere the first thing out of their mouth will always be ""Depends on traffic""",37.8199,-122.4783,positive,968943679061704704
Crik76,"VAR(se)
#TOTROC
#facup",37.8199,-122.4783,neutral,968943678839402496
safegabe,929evans EF was stolen. White EF on Kosei K1. Plate 6PAP162. Contact 650-892-8789. @ San ,37.8199,-122.4783,neutral,968943676050235392
I6_6_6I,@Aghdas_K :*,37.8199,-122.4783,neutral,968943671277060096
OALAthletics,The 2018 CIF Oakland Section Tournament tips off tomorrow at Oakland Tech and Oakland High! ,37.8199,-122.4783,positive,968943652926976000
OALAthletics,The 2018 CIF Oakland Section Tournament tips off tomorrow at Oakland Tech and Oakland High! ,37.8199,-122.4783,positive,968943652926976000
dinobabyy,i love my nail tech. been going to her since i met her when i was 16. shes more than a nail tech at this point. is ,37.8199,-122.4783,positive,968943647939969024
chux94,@JohnnyVizuete1  ,37.8199,-122.4783,neutral,968943647503802368
katelynncaskey,I dont know what to do youre the only one I want,37.8199,-122.4783,neutral,968943642579689472
BDBGENERAL,Alli esta tu papa pablito     ,37.8199,-122.4783,neutral,968943635512279040
Miss_Madelion,last night one of the workers at PCF told me i would be a good worker there bc i knew a lot and honestly i can not wa ,37.8199,-122.4783,positive,968943626301550592
Djax____4,Quote this with the best candy ? Just one,37.8199,-122.4783,positive,968943622581239808
NateDeeGreat,I want to trade my car for that 2018 Camry SXE ,37.8199,-122.4783,neutral,968943620945358848
_Jpurk_,Do I...,37.8199,-122.4783,neutral,968943620010082304
Sylver__24,@YoungAloha_5 @shnowflaake Batman been a hoe,37.8199,-122.4783,neutral,968943617896148992
CaAlliance4Jobs,SB 1 is helping the California economy sustain its economic growth by supporting thousands of jobs and economic ac ,37.8199,-122.4783,positive,968943617418018816
hmfuller,Had fun today Abby did 45 laps I did 15 laps for one of Abby's ,37.8199,-122.4783,positive,968943617170726912
DannyMolinaaa,"Ayyy, real talk right now.
#PSA #Family #SpreadTheWord

I.C.E. had been spotted in Hayward off A Street and surroun ",37.8199,-122.4783,positive,968943615635410944
DannyMolinaaa,"Ayyy, real talk right now.
#PSA #Family #SpreadTheWord

I.C.E. had been spotted in Hayward off A Street and surroun ",37.8199,-122.4783,positive,968943615635410944
kayboominlove,Oomf is my #wcw I just dont post her,37.8199,-122.4783,neutral,968943614351982592
SierraAlice,@jkalil64 grow your hair out to what? some dreads? a fro? its already long af,37.8199,-122.4783,neutral,968943613676724224
Holbrook_ASP,@GSNorCal Students worked on civil engineering and had the opportunity to learn about the different types of tensio ,37.8199,-122.4783,neutral,968943613152436224
TheApexFan,I smell an anthology... ,37.8199,-122.4783,neutral,968943612745596928
tpelly,Changing the wifi network on @FitbitSupport Aria scale = A horrendous experience. Just atrocious UX. ,37.8199,-122.4783,negative,968943610505740288
CraigCamp,Electromagnetic Soil Scanner    #soil #vineyard #wine,37.8199,-122.4783,neutral,968943610346516481
nicholerwalsh,#LeadLearn2018,37.8199,-122.4783,neutral,968943609612353536
288Pacific,"@sfchronicle @insidescoopsf We're anxiously awaiting the open of our new #JacksonSquare neighbor, Nico! ",37.8199,-122.4783,neutral,968943600326213632
DiStangl,"@realDonaldTrump THANK YOU Mr. President for taking the #GunControlNow issue to the heart! I believe strongly, the ",37.8199,-122.4783,positive,968943595439890432
Deirdriu,@famous_mugshots @romanticskeptc  ,37.8199,-122.4783,neutral,968943592579280896
6ohmark,Someone tell @angel_lnt to keep his ws6 ,37.8199,-122.4783,neutral,968943588997398528
monkeys2413,"Report: Lakers' Hart suffers hand fracture
",37.8199,-122.4783,negative,968943588980568064
monkeys2413,"Report: Lakers' Hart suffers hand fracture
",37.8199,-122.4783,negative,968943588980568064
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968943579291779072
miguelrabines,GET IN ROCHDALE! #FACup #TOTROC,37.8199,-122.4783,neutral,968943574854193152
ZeroExcuse,"Thinking about putting together a guide for San Jose for all of you attending @TwitchCon this year.

What do you gu ",37.8199,-122.4783,neutral,968943574321516544
DarringtonSweat,That nigga was collecting  ,37.8199,-122.4783,neutral,968943566658535424
Vamos_DCU,Lower league sides scoring on Michel Vorm in cup games is a painful thing to watch and a shockingly common occurrence,37.8199,-122.4783,negative,968943566092255232
Based_Dan,@delafodire Yessir!!! ,37.8199,-122.4783,neutral,968943563802202113
Based_Dan,@delafodire Yessir!!! ,37.8199,-122.4783,neutral,968943563802202113
SLYBOY_22,@ColleenWolfeNFL you would think that someone who flew from the west coast to the east coast and back every week wo ,37.8199,-122.4783,neutral,968943551441612800
brandiiiib,Can someone explain to me why its always cold af in the library?,37.8199,-122.4783,negative,968943534693801984
bleachblur,"@thehill No Way! How  could he keep a list that long, its the longest List in HIS-TORI",37.8199,-122.4783,neutral,968943533380976640
Javi_Garibay,@MariaaBesto We thank you ,37.8199,-122.4783,neutral,968943532282060801
mikemccaffrey,@gerrycanavan The Arrestocrats!,37.8199,-122.4783,neutral,968943529408933888
DannySkarka,Hi everybody! ,37.8199,-122.4783,neutral,968943527966076928
DannySkarka,Hi everybody! ,37.8199,-122.4783,neutral,968943527966076928
eldiablito_72,@rianjohnson Aww man. I lost my copy ages ago but I loved this book as a kid.,37.8199,-122.4783,positive,968943517069336576
sci_story,"Join us March 15 for a new workshop, Visual Storytelling for Science Communication, with artists from @DisneyPixar ",37.8199,-122.4783,neutral,968943504624730112
LazySnorlax,Smh @stockx your authenticators rather go by what they say on the shoe box instead of actually looking at the shoe? ,37.8199,-122.4783,neutral,968943496118747136
goldielocks1023,i requested my days off work for my graduation date with the reason: I am graduating this day so it would be nice ,37.8199,-122.4783,positive,968943489508524034
goldielocks1023,i requested my days off work for my graduation date with the reason: I am graduating this day so it would be nice ,37.8199,-122.4783,positive,968943489508524034
Pandranne,@umbyrella Show me ANY evidence at all to back up your claims.,37.8199,-122.4783,neutral,968943484152393728
Checchimom,@TreyYingst Maybe they can ask about the right now teacher with a gun barricaded in a classroom with kids.,37.8199,-122.4783,positive,968943477768691713
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968943476980117504
76alexle,Treat a man on his deathbed the same way youd treat him healthy,37.8199,-122.4783,positive,968943474635456512
sinn_citayy,@Bipolar_B  ,37.8199,-122.4783,neutral,968943474522259456
510withlove_,Pretty accurate ,37.8199,-122.4783,positive,968943474169950209
Deirdriu,@TamiSFGiantFan @romanticskeptc that's the March on DC. The school walkout is the 14th.,37.8199,-122.4783,neutral,968943471913418752
djalexreyes,DJ Alex Reyes #djalexreyes donating blood this morning for the first time @chabot_college #chabotcollege in ,37.8199,-122.4783,positive,968943466825723904
sussy900,@AAANTWON whats the best sandwich spot in Sunnyvale ?,37.8199,-122.4783,positive,968943462648233984
sussy900,@AAANTWON whats the best sandwich spot in Sunnyvale ?,37.8199,-122.4783,positive,968943462648233984
sam_samh64,"Sometimes I wish I had a twin sister so when I do dumb shit and someone tries to bring it up, I can just be like no ",37.8199,-122.4783,negative,968943449754951680
xxFABLIFExx,"I'm at Funomena in San Francisco, CA  ",37.8199,-122.4783,neutral,968943449717334018
AnthonyChavez85,CMEAM get the money! ,37.8199,-122.4783,neutral,968943443358638080
LDMarkhamwrites,"For all the people out there hating on others today, simply because you disagree with them. Im sorry you have to f ",37.8199,-122.4783,negative,968943432021393409
WeHaveSnacks,@DarthFuzzball Peeeeeter do this and win it and give me the thing! ,37.8199,-122.4783,positive,968943430343712768
FoodBytes,Jenna Roberts from @novolyze talks making innovative strides in food safety #FoodBytes #FoodInnovation ,37.8199,-122.4783,positive,968943428296892416
FoodBytes,Jenna Roberts from @novolyze talks making innovative strides in food safety #FoodBytes #FoodInnovation ,37.8199,-122.4783,positive,968943428296892416
BDBGENERAL,@SrDeLosCielosTV ,37.8199,-122.4783,neutral,968943426828886016
Finkelmeister,#ArmMeWith #NeverAgain #NRABoycott ,37.8199,-122.4783,neutral,968943415927820294
bananan_james,I'm inlove with a model,37.8199,-122.4783,neutral,968943409405706240
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968943404376776704
XinkaNiquirano,All kinds of feels for this right here. #unapologeticallymelanated #frommyancestors #earthonmyskin ,37.8199,-122.4783,positive,968943401629462528
iLiVeDOPE,@iReIateLife @ScariestStorys Bet women answered the most,37.8199,-122.4783,positive,968943399674916864
Jwzdyn,"Whenever I go to Studio Movie Grill (or other theaters that serve food), I like to take the abandoned leftovers tha ",37.8199,-122.4783,negative,968943397514838016
Jwzdyn,"Whenever I go to Studio Movie Grill (or other theaters that serve food), I like to take the abandoned leftovers tha ",37.8199,-122.4783,negative,968943397514838016
lindamachell,@Kempo50 ,37.8199,-122.4783,neutral,968943376404922368
SebastianDanzig,Every slut just needs someone to pay for them.,37.8199,-122.4783,neutral,968943370843258885
younggcarloss,@esthur___ Send them to me,37.8199,-122.4783,neutral,968943370709041152
DTurner___,Prophets.,37.8199,-122.4783,neutral,968943367613595648
6ohmark,@NBSslimmyb be gassinnnnn,37.8199,-122.4783,neutral,968943366904795136
dominicanlax,Conference game week! Penguins vs. Stanford on Saturday at home at 1:00pm. Lets fill the ,37.8199,-122.4783,negative,968943362383450112
dominicanlax,Conference game week! Penguins vs. Stanford on Saturday at home at 1:00pm. Lets fill the ,37.8199,-122.4783,negative,968943362383450112
SensualSauuce,@Iavenderblues Don't listen to idiots,37.8199,-122.4783,negative,968943359283806208
Romare,"@SarahO_Connell @LetMESay3 @ChelseaClinton OK, but it ""doesn't translate well in print,"" according to your article.",37.8199,-122.4783,positive,968943357216006144
vivianandujo,"The first words that came out of my mouth when I took my first bite were, Holy crap that is ",37.8199,-122.4783,negative,968943351667068933
jailaloredo,You know youre having a bad day when someone breaks your pen and you start crying,37.8199,-122.4783,negative,968943332125679616
sinn_citayy,@itsChinxBitch Its getting real hard to say no lmao,37.8199,-122.4783,negative,968943331748098048
kyraceline,i didnt respond to someone an hour ago and just showed up to jamies and hes here i love it,37.8199,-122.4783,positive,968943324139630592
kyraceline,i didnt respond to someone an hour ago and just showed up to jamies and hes here i love it,37.8199,-122.4783,positive,968943324139630592
laa_chona, ,37.8199,-122.4783,neutral,968943321086226432
dinobabyy,damn females out here really be having trash ass nail techs??? LMAO can not relate! ,37.8199,-122.4783,positive,968943307643502592
betseylou,@LavaLavaBeach Mahalo!!,37.8199,-122.4783,neutral,968943306485846016
illnanakai_,Ive been saying this for years but I really wanna delete my social networks lol,37.8199,-122.4783,positive,968943306083201024
Javi_Garibay,@ShanCan_ Cuz yo ass be forgetting to reply back.....lol I have proof,37.8199,-122.4783,neutral,968943302748680192
badgalangie,@kelsmeme @rasuwu You too boo!,37.8199,-122.4783,neutral,968943289406648320
MDeAnda_,Haaaaaallaa who dis? ,37.8199,-122.4783,neutral,968943289255714816
ElusiveMoe,"Worked 50hrs last week, working 50hrs this week. Driving up to Folsom on Monday after work to start my new job on T ",37.8199,-122.4783,neutral,968943289066860545
ElusiveMoe,"Worked 50hrs last week, working 50hrs this week. Driving up to Folsom on Monday after work to start my new job on T ",37.8199,-122.4783,neutral,968943289066860545
Hulabetty68,Old school 4th street in Santa Rosa is my favorite place in the city! So many cute shops and eateries! (@ 4th Stree ,37.8199,-122.4783,positive,968943281781559298
DA_ZHU,@ayeitslei  ,37.8199,-122.4783,neutral,968943277608026112
morrowjamesadam,"My Day 
Just Got Better
Doubly So  ",37.8199,-122.4783,positive,968943274516885504
KyndazzleOne,"@siidd__ Dude me, Chris, you and billy lets gooooo",37.8199,-122.4783,neutral,968943273875202048
srtafoya_,Choose Me Or You Can Lose Me .. Bitch - @gemiicash,37.8199,-122.4783,neutral,968943272667181056
courtzumwalt98,just want someone who wants me completely for who I am,37.8199,-122.4783,positive,968943262630227968
RivasJocelyn,"I love my cousin, she a cutie &amp; real smart, BUT she be posting some graphic ass pics like Girl what the fuck this should come ",37.8199,-122.4783,positive,968943257861287936
RivasJocelyn,"I love my cousin, she a cutie &amp; real smart, BUT she be posting some graphic ass pics like Girl what the fuck this should come ",37.8199,-122.4783,positive,968943257861287936
constantine_jn,"Dear god, David French is in the Atlantic preaching guns bring us all closer.",37.8199,-122.4783,neutral,968943245915930624
engineerhunter,did #CrabLegsJameis getta job this offseason? ,37.8199,-122.4783,neutral,968943241587404800
synredae,"Song of the Day -- 'Sweet Home Chicago' by the immortal Robert Johnson
",37.8199,-122.4783,positive,968943239511261184
dsapata, ,37.8199,-122.4783,neutral,968943239003717632
LYNCHART5,"Jam on Logic Pro w/drumbrute bass and guitar
#solojam#drumbrute#lynchart #dereklynchmusic @ ",37.8199,-122.4783,negative,968943231848341505
stacic__,"Love the way you do that baby, move side to side work that baby ",37.8199,-122.4783,positive,968943226466922496
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968943224445259776
stariray1949,#LaLunaLastSacrifice ,37.8199,-122.4783,neutral,968943224445259776
pablocampos32,Bay Area Hack: Free parking on 880 as long as the sun is out,37.8199,-122.4783,positive,968943216119525376
AissaTyrese,Periods are the fucking worst.,37.8199,-122.4783,negative,968943203515695104
BeesAndBaking,@EntoLudwick @SHollisWoodard @Polly_Nator @KalFish19 Once it's been pointed out its a super characteristic to spot. ,37.8199,-122.4783,positive,968943193675845632
BeesAndBaking,@EntoLudwick @SHollisWoodard @Polly_Nator @KalFish19 Once it's been pointed out its a super characteristic to spot. ,37.8199,-122.4783,positive,968943193675845632
Vamos_DCU,A game that should be 3-0 is now 1-1,37.8199,-122.4783,negative,968943184846897152
KingJrJones,I'll tell everyone sac is weak. I lived there for 7 years and I still have my 916 number. Sac served it's purpose to me but it's WEAK!!!!!!,37.8199,-122.4783,negative,968943180677709824
TheFrisKOkid_,@ThaBobbyDollaz With out a doubt but he has been subpar in other areas. I said it once and Im not changing my tune ,37.8199,-122.4783,negative,968943176042950656
mamarubinelli,@busyness Well done !,37.8199,-122.4783,neutral,968943167104999424
patrickgduffy,@Tierratrece I swear I've been to that gas station!,37.8199,-122.4783,neutral,968943159408443392
patrickgduffy,@Tierratrece I swear I've been to that gas station!,37.8199,-122.4783,neutral,968943159408443392
City_Kings92,@GetterOfficial this collab with @GHOSTEMANE was FUCKIN NECESSARY,37.8199,-122.4783,neutral,968943156170440704
Rebecca5280s,@toriilew Isnt that the worst ,37.8199,-122.4783,negative,968943152852746240
goat___queen,I laid on the office floor no less than THREE (3) times yesterday to deal with an anxiety disassociation episode!! ,37.8199,-122.4783,positive,968943152634605573
cherryjdulaney,#NeverGoingBack ,37.8199,-122.4783,neutral,968943151443357696
HeheWaitWhut,"@zmullis @ThomasAwful Game over man, game over.",37.8199,-122.4783,negative,968943150579400704
Mayor_Steinberg,Looking forward to speaking at @SXSWEDU about how @TheCityofSac is promoting workforce development and ensuring loc ,37.8199,-122.4783,neutral,968943147538501632
CaAlliance4Jobs,@T4America Not surprising that GOP backers and members want to go after better transportation options. CAGOP just d ,37.8199,-122.4783,neutral,968943143692353536
luciferlmao,woah.,37.8199,-122.4783,neutral,968943139405746177
